1099,C6578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black-eyed Peas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,C2435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cream Cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,C10667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salt,,,,,,,,,
1102,C1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandwich Bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,C2291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pepperoni Pizza - Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,C2438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Popcorn Salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bubble Gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,C1490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cookies,,,,,,,,,,,,,,,,,,,
1106,C2294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange Juice,,,,,,,,,,,Deli Salad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French Fries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,C1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blueberry Waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,C3098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brown Sugar Grits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic Beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,C8324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hot Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,C7523,Hair Conditioner,,,,,Sugar Cookies,Onions,Deli Ham,Dishwasher Detergent,,,Ice Cream,,,,,Potato Chips,,Diet Soda,D Cell Batteries,,Mint Chocolate Bar,,,Cheese Crackers,,,,,,,Deodorant,,,,,,,,,Apple Fruit Roll,,,,Lettuce,,Honey Roasted Peanuts,Frozen Cheese Pizza,,,,,,,Frozen Broccoli,Chardonnay Wine,,Canned Peas,,,,,,,,100 Watt Lightbulb,Whole Green Beans,,,Dog Food,,,,,,,Mild Cheddar Cheese,,,Flavored Fruit Bars,Mushrooms,,,,Apple Sauce,,,,,,,,,,75 Watt Lightbulb,,Sour Cream,,,Glass Cleaner,Brown Sugar,,,,Pepperoni Pizza - Frozen,Plain Oatmeal,,,,,,,,,,,,,Raisins,,,,,Bologna,2pct. Milk,,Popcorn Salt,Frozen Cauliflower,Vanilla Wafers,,,Chicken Soup,Eggs,Canned Mixed Fruit,Raisin Pudding,,,Hot Chocolate,,Napkins,,White Bread,,,,Fudge Cookies,Chicken Breast - Frozen,,,,,,Dried Apricots,,,,Toothbrush,,,,,,,Turkey Noodle Soup,Frozen Carrots,,,C Cell Batteries,,,,Plain Bagels,,,Microwave Popcorn,Toothpaste,,,,,,,Buttermilk,,,,,,,,Grape Jam,Mandarin Oranges,,Taco Salad,,,Canned Tuna,,Garlic Bread,,Frozen Peas,Hamburger Buns,,,Rye Bread,,French Fries,Raspberry Fruit Roll,,,,,,,,,,Domestic Beer,,Chicken TV Dinner,Tissues,,,,Donuts,,,,,,,,,,Tomato Sauce,,,,Sweet Relish,,,,,,Corned Beef,Lollipops,,,,,Souring Pads,,,White Wine,Columbian Coffee,,,,,,,,,,Grape Flavored Fruit Bars,,,Counter Cleaner,,,Cream Cheese,,,Grapefruit Juice,,,,,,Plastic Spoons,,,,,,Aspirin,,Canned Tomatoes,,,Squash,,,Salt,Green Beans,Flavored Ice,,,Apple Jelly,,Potatoes,Small Eggs,
1111,C443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2pct. Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,C5921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bologna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,C8183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oatmeal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,C6725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dog Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2pct. Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweet Relish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,C5924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Creamy Peanut Butter,Sweet Relish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,C10814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blueberry Waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,C12419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blueberry Waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,C11471,,,,,98pct. Fat Free Hamburger,,Onions,,,,,,,,,,Potato Chips,,Diet Soda,,,,,,,Chocolate Bar,,,,,,,Waffles,,,,,Red Wine,,,Apple Fruit Roll,,Ice Cream Sandwich,,,,,,,,,,,,,Chardonnay Wine,Brown Sugar Grits,,,,,,,,Shrimp Cocktail Sauce,,Whole Green Beans,,,Dog Food,,,Frosted Donuts,,Summer Sausage,,,,,,,,,,,,Orange Juice,,,Vegetable Soup,,,,,75 Watt Lightbulb,,Sour Cream,Deli Salad,,,,English Muffins,,,,,,,,,,,,,,Frozen Shrimp,,,,,,,,Bologna,2pct. Milk,,,,,Tomatoes,Vegetable Oil,,,,,,,,,,,White Bread,,,,,,,Limes,Sharp Cheddar Cheese,,,,,,,,,,,,,,,Frozen Carrots,Bananas,Sandwich Bags,,,,,,,,Microwave Popcorn,Toothpaste,,Apple Jam,,Fruit Drink,,,,,,,,Strawberry Drink,,,Grape Jam,,,,Pretzels,,,,,,,Hamburger Buns,,,,,French Fries,,,,Ramen Noodles,,,,,,Apple Drink,Domestic Beer,,Chicken TV Dinner,,Garlic,,,Donuts,,,,,Sponge,,,Wheat Bread,Oven Cleaner,,,,Creamy Peanut Butter,,,,,,,,,,,,,Souring Pads,,Toilet Paper,,,,,,,Red Pepper,,Canned Beets,Graham Crackers,,Grape Flavored Fruit Bars,,,Counter Cleaner,,,,,,,Chicken Legs,,,,Canned Peaches,Plastic Spoons,,,BBQ Potato Chips,,Dandruff Shampoo,Aspirin,,,Chunky Peanut Butter,,Squash,,,Salt,,,Imported Beer,,Apple Jelly,,Potatoes,,Silver Cleaner
1119,C449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Screw Driver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,C5780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ravioli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potatoes,,
1121,C6728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain Bagels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,C12275,,,,,,,Onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mushrooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corn Chips,,,,,,,,,,,,,,,,2pct. Milk,,,,,,,,,,,,,,,,,White Bread,,,,,,,,,,,,,,,,,,,,,,,,Bananas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ravioli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potatoes,,
1123,C10817,,Lemons,,,,,Onions,,,Beets,,,Cottage Cheese,,,,,,,,Paper Towels,,Salsa Dip,,Cheese Crackers,,,Mouthwash,,,,,,Decaf Coffee,,,,,,,,,,,,,,Frozen Cheese Pizza,,Manicotti,,,,,,,,,,,,,,Cantaloupe,,,,,,,Cat Food,,,Shrimp,,,,,,,,Flour,,,,,Orange Juice,,,Vegetable Soup,,,,,75 Watt Lightbulb,,,,,,,English Muffins,,,Pepperoni Pizza - Frozen,,Beef Soup,Trash Bags,,,,,,,,,Grape Fruit Roll,,Raisins,,,Pancake Mix,,,2pct. Milk,,Popcorn Salt,,,,,,,,,,Oatmeal,,,,,,,Cheese Spread,Steak TV Dinner,,,,,Sharp Cheddar Cheese,,,,Cola,,,,,,,,,,,,,,C Cell Batteries,,,Pepper,,,Oranges,,Toothpaste,,,,,,,,,,Ground Beef,,,,,,,,,,,,Licorice,,,Frozen Peas,,Multi-Grain Wheat Bread,,,,French Fries,,Sesame Crackers,,,,,,,,,Domestic Beer,,,Tissues,,Dried Fruit Mix,,,,,,,,Frozen Corn,Paper Cups,Wheat Bread,,Tomato Sauce,Plastic Forks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peas,,,,Cream Cheese,Bubble Gum,,Grapefruit Juice,,Regular Coffee,,,,,,,BBQ Potato Chips,,,,,,Chunky Peanut Butter,,,,,Salt,,,,Grits,,,,Small Eggs,
1124,C4043,,,,,98pct. Fat Free Hamburger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,C6584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,C3242,,,,,,Sugar Cookies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,C5783,Hair Conditioner,Lemons,Standard coffee,,,Sugar Cookies,Onions,,,,,Ice Cream,,,,,Potato Chips,Strawberry Yogurt,,,,,,,Cheese Crackers,Chocolate Bar,,,,,,,,,,Screw Driver,,Red Wine,60 Watt Lightbulb,,Apple Fruit Roll,,,,,,Honey Roasted Peanuts,,,Manicotti,,,,Green Pepper,,Chardonnay Wine,,,,,Blueberry Muffins,,,,,,Whole Green Beans,Turkey TV Dinner,,,Cat Food,,,,,Plums,Mild Cheddar Cheese,,,,,,,,,,,,Chocolate Chip Cookies,,,,,,,,,,,Glass Cleaner,Brown Sugar,,,,,,,Trash Bags,Corn Chips,Tangerines,Hot Dogs,,,,,Frozen Shrimp,,,Raisins,Cranberry Juice,,Pancake Mix,,,2pct. Milk,,,,,,Vegetable Oil,,,,,,,Hot Chocolate,,,Blueberry Waffles,White Bread,,Cheese Spread,,,,,,,,,,Cola,,,,,Peaches,Apples,,,,,,Bananas,,C Cell Batteries,,Hot Dog Buns,Pepper,,Window Cleaner,,,Toothpaste,,,,,,French Roast Coffee,Buttermilk,,,,Peanut Butter Cookies,,,,,,,,,,Canned Tuna,,Garlic Bread,,,,,,,,,,,,,,,,,Polish Sausage,,,,Chicken TV Dinner,,,Dried Fruit Mix,,Donuts,,,,Ranch Dip,,,Paper Cups,Wheat Bread,,,,,,Sweet Relish,,Cheese Dip,,,,,,,,,,,,Toilet Paper,,,Ravioli,,,,Red Pepper,,Canned Beets,,,,,,,,,Cream Cheese,Bubble Gum,,,,,,,Canned Peaches,,,Oven Mitt,,,,Aspirin,,,Chunky Peanut Butter,,,,,Salt,,Flavored Ice,,,,Beef Jerky,Potatoes,,
1128,C10673,,,,,,,,,Dishwasher Detergent,Beets,,,,,,,,,,D Cell Batteries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blueberry Muffins,,,,Shrimp Cocktail Sauce,,,,Wash Towels,,,,,,,Plums,,,,,,,,,Apple Sauce,,,,,,,,,,,,,,,,,,,,,,,,Corn Chips,,,,,,,Frozen Shrimp,,,,,,,,,,,,,Vanilla Wafers,,,,,,,,,,,,,,,,,Fudge Cookies,,,,,,,,Cola,,,,,,,,,,,,,,C Cell Batteries,,,,,,,,,,,,,,French Roast Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,Sesame Crackers,,,,,,,Polish Sausage,,,,,,,Dried Fruit Mix,,Donuts,Sliced Turkey,,Broccoli,,,,,,,,,,,,,,,Chicken Noodle Soup,,,Lollipops,,,Frozen Chicken Thighs,Mixed Vegetables,,,,,,,White Zinfandel Wine,,,,,,,,Grape Flavored Fruit Bars,,,Counter Cleaner,,,Cream Cheese,Bubble Gum,Hair Brush,,,,,,,Plastic Spoons,,,BBQ Potato Chips,,,,,,,,,,,,,,,,,,,,
1129,C4982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sliced Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,C6587,,,,,,,,,,,,,,,,,,,Diet Soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,C3245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Red Pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,C10676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cantaloupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,C4049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cauliflower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic Spoons,,,,,,,,,,,,,,,,,,,,,,,
1134,C3248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2pct. Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
